longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity_NEAR BAY,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR OCEAN,ocean_proximity_ISLAND,rooms_per_household,log_population_per_household,bedrooms_per_room
-118.27,34.16,52.0,3.1397,253700.0,0,1,0,0,0,4.636872,0.984315,0.220482
-118.27,34.16,48.0,4.3438,252700.0,0,1,0,0,0,5.003846,0.896088,0.194466
-118.28,34.16,49.0,2.9491,257400.0,0,1,0,0,0,4.939716,0.763321,0.208184
-118.26,34.16,18.0,3.5417,177100.0,0,1,0,0,0,3.400383,0.598794,0.295775
-118.26,34.15,14.0,3.0,178600.0,0,1,0,0,0,3.454229,0.810544,0.299899
-118.26,34.15,6.0,2.8884,252300.0,0,1,0,0,0,3.947991,1.006646,0.282934
-118.26,34.15,18.0,2.8088,247500.0,0,1,0,0,0,3.675556,0.960060,0.304716
-118.24,34.16,52.0,6.9408,298800.0,0,1,0,0,0,5.312500,1.125335,0.190588
-118.24,34.15,20.0,3.3906,284100.0,0,1,0,0,0,4.504119,0.945193,0.240673
-118.24,34.15,45.0,3.1435,282600.0,0,1,0,0,0,4.695817,0.640452,0.219433
-118.25,34.15,15.0,3.6875,209600.0,0,1,0,0,0,4.170787,0.752052,0.270744
-118.25,34.16,14.0,3.9054,200000.0,0,1,0,0,0,4.088398,0.619209,0.255405
-118.24,34.15,17.0,3.052,209800.0,0,1,0,0,0,3.355781,0.961262,0.303862
-118.24,34.15,19.0,2.5924,192900.0,0,1,0,0,0,3.642643,0.867366,0.301937
-118.25,34.15,31.0,2.8478,228100.0,0,1,0,0,0,3.740181,0.603110,0.273021
-118.25,34.15,32.0,2.2621,187500.0,0,1,0,0,0,3.263033,0.598784,0.322440
-118.25,34.15,20.0,3.0441,193800.0,0,1,0,0,0,4.049080,0.569789,0.259343
-118.23,34.14,33.0,2.6268,201300.0,0,1,0,0,0,3.626582,0.958914,0.301571
-118.24,34.14,20.0,3.0206,219500.0,0,1,0,0,0,3.251272,1.091807,0.311014
-118.24,34.14,27.0,2.1444,229000.0,0,1,0,0,0,3.111230,1.028090,0.350980
-118.23,34.15,19.0,3.0288,258300.0,0,1,0,0,0,3.373529,0.908021,0.312119
-118.23,34.14,25.0,2.9167,224300.0,0,1,0,0,0,3.566625,0.776155,0.294693
-118.24,34.14,28.0,2.462,254000.0,0,1,0,0,0,3.599609,1.007330,0.300597
-118.24,34.14,36.0,1.9125,238000.0,0,1,0,0,0,3.332721,1.014938,0.308880
-118.24,34.13,37.0,3.3636,257700.0,0,1,0,0,0,4.292428,0.917856,0.240268
-118.24,34.13,45.0,5.6921,269000.0,0,1,0,0,0,5.507614,0.973505,0.184793
-118.24,34.15,7.0,1.7301,202300.0,0,1,0,0,0,3.208398,1.079245,0.324770
-118.24,34.14,9.0,2.4421,222100.0,0,1,0,0,0,3.344993,1.123896,0.305106
-118.25,34.14,30.0,1.8929,196900.0,0,1,0,0,0,2.968750,0.827942,0.352941
-118.25,34.14,37.0,1.8235,275000.0,0,1,0,0,0,2.485106,0.853962,0.445205
-118.25,34.15,13.0,0.8185,187500.0,0,1,0,0,0,2.498871,0.329677,0.432701
-118.26,34.14,51.0,1.5417,268800.0,0,1,0,0,0,2.700599,0.665831,0.354767
-118.26,34.14,29.0,2.2614,248100.0,0,1,0,0,0,2.847303,1.223043,0.356164
-118.27,34.14,10.0,3.0074,175000.0,0,1,0,0,0,3.680556,1.269487,0.313208
-118.26,34.14,6.0,4.1083,210700.0,0,1,0,0,0,3.933941,1.005577,0.292994
-118.27,34.15,7.0,3.008,229000.0,0,1,0,0,0,3.854620,1.133766,0.273528
-118.26,34.13,25.0,2.6673,218100.0,0,1,0,0,0,3.192040,1.039872,0.346322
-118.26,34.13,37.0,2.5,207100.0,0,1,0,0,0,3.066519,0.966031,0.339841
-118.26,34.13,37.0,1.2188,218800.0,0,1,0,0,0,2.882353,1.048350,0.377551
-118.26,34.14,23.0,2.5388,205000.0,0,1,0,0,0,3.721448,1.251569,0.296407
-118.25,34.14,13.0,2.1602,221900.0,0,1,0,0,0,3.252799,1.251963,0.324348
-118.25,34.14,25.0,2.506,184500.0,0,1,0,0,0,3.374718,1.079814,0.310368
-118.25,34.13,22.0,2.5417,217500.0,0,1,0,0,0,3.103448,1.082569,0.330342
-118.24,34.13,45.0,4.0272,260500.0,0,1,0,0,0,4.583721,1.063106,0.222730
-118.25,34.13,52.0,2.125,243800.0,0,1,0,0,0,3.617978,0.945086,0.273292
-118.25,34.13,36.0,2.2244,255900.0,0,1,0,0,0,3.230263,1.025067,0.347929
-118.25,34.12,21.0,2.4856,181300.0,0,1,0,0,0,3.004065,1.252763,0.358593
-118.31,34.22,27.0,7.1262,446200.0,0,1,0,0,0,7.012727,1.067528,0.146746
-118.33,34.21,31.0,6.981,402900.0,0,1,0,0,0,6.645833,1.042923,0.153292
-118.34,34.21,36.0,4.7885,302200.0,0,1,0,0,0,5.935275,1.028232,0.172301
-118.29,34.18,36.0,3.9041,320400.0,0,1,0,0,0,5.098039,0.856360,0.198718
-118.3,34.19,14.0,3.5083,280900.0,0,1,0,0,0,4.242958,0.814575,0.252559
-118.3,34.19,52.0,4.7986,326100.0,0,1,0,0,0,6.503817,1.046381,0.162559
-118.3,34.19,51.0,4.375,332400.0,0,1,0,0,0,6.502165,0.930902,0.161784
-118.31,34.19,27.0,3.7015,287900.0,0,1,0,0,0,4.376045,0.789554,0.248037
-118.3,34.19,52.0,4.9042,343500.0,0,1,0,0,0,6.356223,1.073991,0.158001
-118.31,34.2,36.0,5.0865,349600.0,0,1,0,0,0,6.086331,1.029105,0.155437
-118.32,34.2,36.0,6.9909,345300.0,0,1,0,0,0,6.169591,1.056815,0.163981
-118.32,34.2,36.0,4.9886,328900.0,0,1,0,0,0,5.622222,1.013619,0.179183
-118.32,34.2,36.0,3.9866,294400.0,0,1,0,0,0,6.360129,0.986440,0.170374
-118.33,34.2,43.0,3.6071,289000.0,0,1,0,0,0,5.342742,0.904936,0.191698
-118.33,34.2,43.0,4.3631,284600.0,0,1,0,0,0,5.362587,0.937768,0.180017
-118.34,34.2,41.0,3.0431,262900.0,0,1,0,0,0,4.605475,0.892500,0.238462
-118.34,34.19,41.0,2.875,192400.0,0,1,0,0,0,4.064000,1.142948,0.257874
-118.36,34.2,14.0,2.5267,231800.0,0,1,0,0,0,3.359571,1.209681,0.326944
-118.32,34.2,29.0,4.375,341200.0,0,1,0,0,0,5.481390,0.859629,0.200996
-118.32,34.19,37.0,4.1731,352100.0,0,1,0,0,0,5.562500,0.703510,0.186517
-118.32,34.19,37.0,3.0179,272500.0,0,1,0,0,0,4.822222,0.665792,0.217907
-118.31,34.19,42.0,3.0625,361700.0,0,1,0,0,0,4.826667,1.029619,0.205801
-118.32,34.19,37.0,3.3897,222700.0,0,1,0,0,0,4.827869,1.122905,0.202037
-118.33,34.2,23.0,3.1051,206500.0,0,1,0,0,0,3.731289,0.905211,0.276501
-118.3,34.18,13.0,3.0973,251900.0,0,1,0,0,0,3.832265,0.829978,0.278366
-118.3,34.17,37.0,3.0687,200000.0,0,1,0,0,0,3.153153,1.125281,0.328571
-118.3,34.18,5.0,3.3205,172100.0,0,1,0,0,0,3.908897,0.757574,0.282047
-118.31,34.18,11.0,3.1587,181300.0,0,1,0,0,0,3.656874,0.691971,0.285990
-118.31,34.19,13.0,2.0875,222700.0,0,1,0,0,0,3.525974,0.611015,0.293607
-118.32,34.18,49.0,3.0179,118800.0,0,1,0,0,0,5.052632,0.781255,0.213542
-118.32,34.18,44.0,3.4,212100.0,0,1,0,0,0,4.688235,0.894887,0.244040
-118.32,34.17,39.0,3.5875,250000.0,0,1,0,0,0,3.667279,0.792793,0.282707
-118.32,34.17,47.0,5.1008,247100.0,0,1,0,0,0,5.338144,0.973587,0.179606
-118.33,34.17,48.0,4.2396,245100.0,0,1,0,0,0,5.629630,0.890247,0.186920
-118.33,34.19,46.0,3.7344,222000.0,0,1,0,0,0,4.817768,0.948125,0.218913
-118.33,34.18,45.0,4.6898,226000.0,0,1,0,0,0,5.039216,0.901277,0.201167
-118.33,34.19,45.0,3.138,217000.0,0,1,0,0,0,4.717868,0.918170,0.230565
-118.34,34.19,48.0,3.1406,223100.0,0,1,0,0,0,4.625000,1.023921,0.202703
-118.33,34.18,45.0,3.7411,235500.0,0,1,0,0,0,4.911392,0.909941,0.202964
-118.33,34.18,49.0,3.8462,231300.0,0,1,0,0,0,5.365123,0.979125,0.191468
-118.33,34.18,48.0,5.6975,231400.0,0,1,0,0,0,5.861878,0.939230,0.181433
-118.34,34.19,43.0,2.6827,219900.0,0,1,0,0,0,4.035294,0.877102,0.244898
-118.34,34.19,47.0,4.1923,231200.0,0,1,0,0,0,5.152695,0.915092,0.199303
-118.34,34.18,45.0,3.24,226900.0,0,1,0,0,0,5.085142,0.882677,0.207814
-118.34,34.18,46.0,2.8125,229900.0,0,1,0,0,0,4.722034,0.883908,0.216080
-118.35,34.19,45.0,4.0313,209100.0,0,1,0,0,0,4.426471,1.004445,0.210410
-118.36,34.19,46.0,5.1814,209500.0,0,1,0,0,0,5.681356,1.053544,0.192124
-118.35,34.18,46.0,4.282,224700.0,0,1,0,0,0,5.532653,0.957863,0.181114
-118.35,34.18,46.0,3.3056,230400.0,0,1,0,0,0,5.111111,0.877781,0.205978
-118.35,34.17,44.0,3.5583,232000.0,0,1,0,0,0,4.512281,0.808979,0.238336
-118.35,34.17,47.0,2.0385,225000.0,0,1,0,0,0,5.017544,0.758234,0.198135
-118.35,34.17,42.0,4.4408,216000.0,0,1,0,0,0,4.875380,0.905903,0.203242
-118.36,34.17,46.0,4.0742,229100.0,0,1,0,0,0,5.305439,1.017290,0.189274
-118.34,34.18,45.0,3.875,226900.0,0,1,0,0,0,4.595156,0.912824,0.218373
-118.34,34.18,45.0,3.8668,232000.0,0,1,0,0,0,5.460949,0.896807,0.196579
-118.34,34.17,49.0,4.1161,232500.0,0,1,0,0,0,5.406417,0.828015,0.191230
-118.35,34.16,42.0,3.2015,250000.0,0,1,0,0,0,4.949782,0.860621,0.210851
-118.35,34.16,45.0,4.2212,293800.0,0,1,0,0,0,5.148148,0.689437,0.202158
-118.35,34.16,49.0,5.636,267900.0,0,1,0,0,0,5.117647,0.828637,0.174713
-118.33,34.17,44.0,2.473,251800.0,0,1,0,0,0,5.298630,0.720176,0.193899
-118.33,34.16,37.0,3.7941,247800.0,0,1,0,0,0,4.771543,0.906220,0.241495
-118.34,34.17,46.0,3.2125,247000.0,0,1,0,0,0,5.008746,0.790311,0.200233
-118.34,34.17,52.0,4.875,249500.0,0,1,0,0,0,5.103604,0.898108,0.187114
-118.34,34.16,44.0,3.6111,254500.0,0,1,0,0,0,4.864023,0.876412,0.227723
-118.34,34.16,46.0,3.692,244500.0,0,1,0,0,0,5.674797,0.904843,0.210602
-118.33,34.16,44.0,3.4286,247900.0,0,1,0,0,0,4.136086,0.941058,0.239926
-118.33,34.15,39.0,2.3667,17500.0,0,1,0,0,0,3.572464,0.629575,0.340771
-118.33,34.15,44.0,4.2679,331800.0,0,1,0,0,0,4.388704,0.447748,0.229372
-118.34,34.15,40.0,3.5637,497400.0,0,1,0,0,0,4.414388,0.537797,0.246415
-118.34,34.15,16.0,4.0893,450000.0,0,1,0,0,0,4.610465,0.597110,0.237705
-118.34,34.16,25.0,3.6486,246900.0,0,1,0,0,0,3.699513,0.464514,0.289872
-118.32,34.17,45.0,4.0648,258800.0,0,1,0,0,0,5.362364,0.887578,0.200116
-118.31,34.16,38.0,3.2112,349300.0,0,1,0,0,0,4.290676,0.878663,0.283340
-118.32,34.16,49.0,6.2547,366700.0,0,1,0,0,0,5.163462,0.661398,0.158287
-118.32,34.17,40.0,2.9306,279300.0,0,1,0,0,0,4.635236,0.684424,0.190578
-118.33,34.16,23.0,3.4016,234600.0,0,1,0,0,0,3.576316,0.706219,0.314937
-118.32,34.16,46.0,4.3173,278300.0,0,1,0,0,0,5.491803,0.881501,0.193177
-118.3,34.17,16.0,3.1551,205000.0,0,1,0,0,0,3.789916,1.221466,0.294161
-118.31,34.16,37.0,3.9464,315000.0,0,1,0,0,0,4.928736,0.681586,0.208022
-118.31,34.17,12.0,3.1823,218300.0,0,1,0,0,0,3.750588,0.912991,0.292033
-118.31,34.17,24.0,2.4074,219400.0,0,1,0,0,0,3.333333,1.060872,0.315120
-118.43,34.3,33.0,4.0223,146000.0,0,1,0,0,0,5.047521,1.196299,0.203848
-118.43,34.3,37.0,3.6023,161800.0,0,1,0,0,0,4.262997,1.223056,0.224534
-118.43,34.29,39.0,3.1212,153500.0,0,1,0,0,0,4.535897,1.346407,0.231769
-118.42,34.29,34.0,3.4821,160300.0,0,1,0,0,0,4.757188,1.490136,0.218939
-118.43,34.3,28.0,1.7062,164600.0,0,1,0,0,0,4.370968,1.378197,0.225092
-118.44,34.29,35.0,4.6864,193800.0,0,1,0,0,0,6.450495,1.347816,0.171527
-118.43,34.29,38.0,2.865,155500.0,0,1,0,0,0,4.556150,1.308477,0.203638
-118.43,34.29,38.0,3.6726,154600.0,0,1,0,0,0,4.221843,1.298041,0.240905
-118.43,34.29,50.0,3.2095,167000.0,0,1,0,0,0,4.390335,1.492027,0.224386
-118.43,34.28,27.0,2.3724,154200.0,0,1,0,0,0,3.228464,1.538034,0.324826
-118.44,34.29,32.0,2.0286,122900.0,0,1,0,0,0,3.684211,1.433412,0.303175
-118.44,34.29,30.0,3.1588,160100.0,0,1,0,0,0,4.069825,1.219070,0.245711
-118.45,34.29,30.0,2.3375,154200.0,0,1,0,0,0,3.371681,1.312867,0.299213
-118.44,34.28,32.0,1.7708,138800.0,0,1,0,0,0,3.685315,1.403626,0.277040
-118.44,34.28,46.0,2.875,162500.0,0,1,0,0,0,0.846154,0.613105,1.000000
-118.44,34.28,37.0,1.9688,144100.0,0,1,0,0,0,4.017021,1.549823,0.258475
-118.44,34.28,47.0,3.3687,151700.0,0,1,0,0,0,4.683333,1.491655,0.230130
-118.44,34.28,38.0,2.5147,137100.0,0,1,0,0,0,4.000000,1.548078,0.263841
-118.45,34.28,36.0,2.7155,149800.0,0,1,0,0,0,4.196774,1.500487,0.245196
-117.71,34.15,17.0,7.9068,349100.0,0,0,1,0,0,7.662197,1.198551,0.133785
-117.73,34.12,26.0,6.1731,293800.0,0,0,1,0,0,8.146497,0.964778,0.127443
-117.78,34.13,18.0,5.8819,260500.0,0,0,1,0,0,6.355338,1.106460,0.148884
-117.76,34.13,8.0,7.4837,358700.0,0,0,1,0,0,7.773191,1.212609,0.135688
-117.8,34.15,14.0,5.5423,248700.0,0,0,1,0,0,6.777969,1.157920,0.159091
-117.8,34.11,25.0,4.7969,211700.0,0,0,1,0,0,6.283042,1.196715,0.162929
-117.8,34.1,17.0,3.5603,174600.0,0,0,1,0,0,4.758079,1.001731,0.225888
-117.8,34.1,13.0,6.2456,161700.0,0,0,1,0,0,6.456897,0.939300,0.165220
-117.79,34.12,16.0,4.8125,224500.0,0,0,1,0,0,5.439462,1.084310,0.175598
-117.79,34.11,18.0,4.4722,215600.0,0,0,1,0,0,5.511561,0.999973,0.189040
-117.83,34.14,26.0,6.5253,349900.0,0,0,1,0,0,7.297966,1.118167,0.139690
-117.83,34.15,20.0,8.0683,451500.0,0,0,1,0,0,8.124161,1.233401,0.126394
-117.82,34.13,27.0,6.1321,309700.0,0,0,1,0,0,6.708185,1.050000,0.151989
-117.84,34.13,26.0,4.6937,198000.0,0,0,1,0,0,5.484012,1.117331,0.183939
-117.87,34.15,24.0,8.2827,451400.0,0,0,1,0,0,8.460972,1.110325,0.127937
-117.93,34.15,14.0,4.0393,156800.0,0,0,1,0,0,5.039329,0.906913,0.208637
-117.9,34.15,21.0,3.3942,212800.0,0,0,1,0,0,4.792541,1.132980,0.224222
-117.9,34.14,29.0,3.8365,184200.0,0,1,0,0,0,5.503686,1.070371,0.204018
-117.9,34.14,35.0,3.3043,155500.0,0,1,0,0,0,4.438114,1.120634,0.223550
-117.91,34.14,42.0,2.2442,166700.0,0,0,1,0,0,4.795259,1.202247,0.217978
-117.89,34.14,15.0,3.3654,222100.0,0,1,0,0,0,5.356401,1.191788,0.208226
-117.88,34.14,23.0,7.5112,355500.0,0,0,1,0,0,7.280757,1.149853,0.139515
-117.88,34.14,32.0,3.875,186700.0,0,0,1,0,0,5.361702,1.032654,0.206916
-117.88,34.13,33.0,4.0023,185500.0,0,1,0,0,0,5.156944,1.073294,0.193375
-117.85,34.14,35.0,6.1049,297200.0,0,0,1,0,0,6.757576,1.070242,0.147982
-117.85,34.14,35.0,4.9091,275000.0,0,0,1,0,0,7.158371,1.084945,0.156764
-117.86,34.14,33.0,6.2089,283400.0,0,0,1,0,0,6.529248,1.117923,0.154863
-117.87,34.15,37.0,5.4224,269500.0,0,0,1,0,0,6.620948,0.968282,0.156309
-117.86,34.14,36.0,3.1905,235300.0,0,0,1,0,0,4.884858,0.850447,0.215370
-117.87,34.14,30.0,2.9375,209200.0,0,0,1,0,0,4.463327,0.711756,0.234870
-117.85,34.13,31.0,4.3145,233000.0,0,0,1,0,0,6.465347,1.214805,0.162328
-117.85,34.12,30.0,3.0448,192100.0,0,0,1,0,0,4.577568,0.972936,0.236547
-117.86,34.13,33.0,4.636,245500.0,0,0,1,0,0,5.660333,1.103352,0.179606
-117.86,34.13,40.0,2.588,209500.0,0,0,1,0,0,5.093750,0.863351,0.214724
-117.86,34.13,29.0,3.4107,170800.0,0,0,1,0,0,4.256757,0.937682,0.230159
-117.87,34.13,32.0,3.4219,194500.0,0,1,0,0,0,5.228228,0.962647,0.214245
-117.87,34.13,29.0,3.12,194300.0,0,1,0,0,0,4.192500,0.780471,0.246273
-117.82,34.12,26.0,5.27,209400.0,0,0,1,0,0,5.721101,1.042640,0.169339
-117.84,34.12,25.0,4.8304,228900.0,0,0,1,0,0,6.464552,1.167108,0.163348
-117.83,34.11,29.0,4.9844,203000.0,0,0,1,0,0,6.002247,1.204422,0.163609
-117.84,34.11,17.0,4.8894,191700.0,0,0,1,0,0,5.634461,1.124051,0.177479
-117.84,34.12,34.0,4.392,187600.0,0,0,1,0,0,6.102410,1.235401,0.170286
-117.85,34.11,25.0,4.5708,223000.0,0,0,1,0,0,5.688384,1.111437,0.179254
-117.81,34.08,13.0,7.7876,348900.0,0,0,1,0,0,7.696287,1.176696,0.134107
-117.81,34.12,23.0,4.8229,192600.0,0,0,1,0,0,6.351619,1.025242,0.166501
-117.81,34.11,21.0,3.6201,150400.0,0,0,1,0,0,4.666220,0.916827,0.232117
-117.81,34.1,19.0,3.8929,144600.0,0,0,1,0,0,4.974293,1.062848,0.206202
-117.83,34.1,18.0,4.075,231100.0,0,0,1,0,0,5.733749,1.033808,0.179394
-117.76,34.1,28.0,2.621,202200.0,0,0,1,0,0,4.790152,0.838551,0.213167
-117.78,34.09,32.0,3.7177,177200.0,0,0,1,0,0,5.529289,1.359796,0.195233
-117.79,34.1,26.0,3.5192,190500.0,0,0,1,0,0,4.908555,1.105472,0.206731
-117.76,34.12,16.0,4.2415,275700.0,0,0,1,0,0,6.069987,0.877877,0.167295
-117.77,34.12,15.0,4.4609,230000.0,0,0,1,0,0,6.129496,1.060485,0.180751
-117.76,34.11,22.0,3.9825,180500.0,0,0,1,0,0,5.261194,1.119710,0.193313
-117.77,34.1,50.0,2.8818,167200.0,0,0,1,0,0,5.202614,0.994623,0.206868
-117.77,34.11,28.0,3.75,180900.0,0,0,1,0,0,5.136247,1.061070,0.207207
-117.78,34.11,23.0,3.0735,212300.0,0,0,1,0,0,5.334589,0.881791,0.195084
-117.74,34.11,28.0,5.3637,214700.0,0,0,1,0,0,6.693487,0.980111,0.161992
-117.75,34.12,25.0,4.3148,240700.0,0,0,1,0,0,5.310108,0.788993,0.184439
-117.74,34.1,26.0,2.6779,136000.0,0,0,1,0,0,5.467871,1.310718,0.221814
-117.74,34.1,29.0,3.5072,121900.0,0,0,1,0,0,5.154135,1.538160,0.177972
-117.75,34.1,21.0,3.2756,156800.0,0,0,1,0,0,3.963163,0.763547,0.269426
-117.71,34.12,20.0,5.6785,239500.0,0,0,1,0,0,6.051641,0.979753,0.168267
-117.73,34.12,26.0,6.2089,261800.0,0,0,1,0,0,7.298305,1.033245,0.138412
-117.71,34.1,41.0,2.2813,125000.0,0,0,1,0,0,4.512195,2.495688,0.234234
-117.71,34.1,52.0,1.875,212500.0,0,0,1,0,0,4.500000,3.060271,0.268078
-117.72,34.1,52.0,3.1477,291200.0,0,0,1,0,0,5.588694,0.645234,0.173003
-117.72,34.1,32.0,2.4952,181800.0,0,0,1,0,0,4.001235,0.675712,0.276149
-117.72,34.1,46.0,5.5,289700.0,0,0,1,0,0,5.443956,0.820892,0.184901
-117.73,34.1,37.0,5.8891,226000.0,0,0,1,0,0,6.522642,0.930528,0.125832
-117.71,34.09,36.0,4.1739,158700.0,0,0,1,0,0,5.459627,1.053439,0.180508
-117.71,34.08,26.0,4.2639,154200.0,0,0,1,0,0,5.901075,1.110017,0.180029
-117.72,34.09,36.0,3.2566,151800.0,0,0,1,0,0,4.926421,0.965240,0.222675
-117.72,34.09,33.0,3.7958,152500.0,0,0,1,0,0,5.696796,1.080524,0.187588
-117.73,34.09,30.0,2.4375,112100.0,0,0,1,0,0,5.165198,1.429932,0.211514
-117.73,34.09,36.0,3.5313,117800.0,0,0,1,0,0,5.092409,1.497824,0.192482
-117.73,34.08,33.0,2.9063,115200.0,0,0,1,0,0,5.252918,1.582622,0.196296
-117.74,34.09,30.0,3.4871,136400.0,0,0,1,0,0,5.682060,1.359290,0.184745
-117.75,34.08,33.0,3.6359,135100.0,0,0,1,0,0,5.728195,1.293365,0.185198
-117.75,34.08,33.0,4.0368,139100.0,0,0,1,0,0,5.308458,1.093625,0.181818
-117.75,34.09,36.0,4.2143,146900.0,0,0,1,0,0,5.677064,1.120990,0.179703
-117.76,34.08,37.0,2.9388,139200.0,0,0,1,0,0,4.335249,1.167094,0.221829
-117.77,34.08,27.0,6.0434,214800.0,0,0,1,0,0,7.160628,1.224415,0.157193
-117.77,34.07,36.0,2.8661,124000.0,0,0,1,0,0,4.645469,1.335754,0.223135
-117.77,34.07,29.0,3.0638,113600.0,0,0,1,0,0,4.701422,1.354189,0.222446
-117.75,34.07,52.0,2.63,127300.0,0,0,1,0,0,4.513120,1.193127,0.224806
-117.76,34.07,51.0,2.3156,109800.0,0,0,1,0,0,3.963918,1.106315,0.256177
-117.76,34.07,48.0,2.8594,127200.0,0,0,1,0,0,5.307339,1.133176,0.213483
-117.76,34.06,33.0,1.9937,103600.0,0,0,1,0,0,3.879237,1.236284,0.265429
-117.76,34.06,47.0,1.9583,92600.0,0,0,1,0,0,5.906977,1.496295,0.212598
-117.77,34.06,27.0,1.9766,108000.0,0,0,1,0,0,3.685279,1.392620,0.288797
-117.78,34.07,18.0,3.9784,113500.0,0,0,1,0,0,4.718954,1.332245,0.213850
-117.78,34.06,25.0,2.2258,114800.0,0,0,1,0,0,3.581590,1.329813,0.286799
-117.79,34.07,33.0,3.7583,116300.0,0,0,1,0,0,5.627907,1.724782,0.196576
-117.79,34.07,34.0,3.7933,116100.0,0,0,1,0,0,5.327869,1.559007,0.196923
-117.78,34.06,33.0,2.4464,128700.0,0,0,1,0,0,3.520000,1.167309,0.257576
-117.78,34.05,39.0,3.9224,131300.0,0,0,1,0,0,5.332727,1.232295,0.201159
-117.8,34.05,5.0,4.1118,125900.0,0,1,0,0,0,4.990099,1.005683,0.259700
-117.8,34.06,34.0,3.6298,108500.0,0,0,1,0,0,4.289683,1.659739,0.189639
-117.82,34.05,21.0,3.1641,117300.0,0,1,0,0,0,4.833333,1.120747,0.228975
-117.76,34.06,30.0,2.227,91900.0,0,0,1,0,0,3.703704,1.320448,0.296471
-117.76,34.05,36.0,1.9029,98000.0,0,0,1,0,0,3.721228,1.362680,0.281443
-117.75,34.05,35.0,1.6645,93300.0,0,0,1,0,0,4.144231,1.566209,0.262181
-117.76,34.05,36.0,2.3859,116200.0,0,0,1,0,0,4.075372,1.609650,0.261526
-117.74,34.08,35.0,3.4398,134300.0,0,0,1,0,0,5.505119,1.134370,0.184749
-117.74,34.07,42.0,3.0294,135700.0,0,0,1,0,0,4.919450,1.113562,0.220847
-117.74,34.06,48.0,2.8983,129200.0,0,0,1,0,0,4.448905,1.012264,0.245693
-117.74,34.07,52.0,4.2415,140100.0,0,0,1,0,0,5.695122,1.060285,0.169165
-117.75,34.07,52.0,5.2269,161000.0,0,0,1,0,0,6.269608,0.777705,0.166536
-117.75,34.07,52.0,1.6006,146200.0,0,0,1,0,0,4.427083,0.771586,0.229804
-117.72,34.08,34.0,3.2481,128800.0,0,0,1,0,0,5.528226,1.267061,0.179066
-117.72,34.07,33.0,3.7321,134200.0,0,0,1,0,0,5.616438,1.262500,0.180488
-117.73,34.08,28.0,3.8438,130800.0,0,0,1,0,0,5.422432,1.300426,0.206650
-117.73,34.07,34.0,4.1339,135000.0,0,0,1,0,0,5.320158,1.274914,0.179544
-117.72,34.06,32.0,1.9643,113200.0,0,0,1,0,0,3.882250,1.105036,0.296062
-117.73,34.06,34.0,3.1786,117800.0,0,0,1,0,0,2.890756,0.973449,0.313953
-117.73,34.06,51.0,1.4063,98800.0,0,0,1,0,0,4.446429,1.189584,0.230924
-117.73,34.07,33.0,2.3406,122600.0,0,0,1,0,0,4.113490,1.119101,0.254555
-117.73,34.07,33.0,2.2596,119400.0,0,0,1,0,0,3.810409,1.155220,0.254634
-117.73,34.05,36.0,2.8929,118100.0,0,0,1,0,0,4.184549,1.244760,0.249231
-117.73,34.05,28.0,2.0734,113300.0,0,0,1,0,0,3.974063,1.422031,0.279550
-117.74,34.05,30.0,2.625,94300.0,0,0,1,0,0,3.923841,1.579866,0.267511
-117.74,34.05,29.0,2.1354,110700.0,0,0,1,0,0,3.687218,1.516201,0.285481
-117.74,34.05,27.0,2.1141,110900.0,0,0,1,0,0,3.855204,1.533309,0.278169
-117.75,34.05,46.0,1.9718,110600.0,0,0,1,0,0,4.252874,1.468324,0.241892
-117.73,34.04,26.0,3.15,129700.0,0,0,1,0,0,4.724691,1.424743,0.212699
-117.73,34.03,42.0,3.0375,118100.0,0,0,1,0,0,5.652299,1.433304,0.192171
-117.74,34.02,33.0,3.7454,116400.0,0,0,1,0,0,5.139690,1.440245,0.200173
-117.74,34.04,27.0,3.0429,129600.0,0,0,1,0,0,4.933185,1.487358,0.198646
-117.74,34.03,27.0,3.4609,123300.0,0,0,1,0,0,4.805040,1.593934,0.223296
-117.75,34.04,22.0,3.125,113600.0,0,0,1,0,0,4.897010,1.463009,0.215739
-117.76,34.04,34.0,2.8347,115800.0,0,0,1,0,0,5.835366,1.561988,0.227273
-117.76,34.04,36.0,3.4464,113000.0,0,0,1,0,0,5.015660,1.524012,0.199822
-117.85,34.0,26.0,5.6513,227900.0,0,1,0,0,0,7.193634,1.304094,0.148230
-117.86,33.99,10.0,6.3875,310700.0,0,1,0,0,0,6.684171,1.181133,0.157800
-117.8,34.03,25.0,6.2384,247600.0,0,1,0,0,0,6.656201,1.084914,0.151651
-117.78,34.03,8.0,6.0191,253900.0,0,1,0,0,0,6.347327,1.121903,0.165034
-117.83,34.01,16.0,5.0111,212900.0,0,1,0,0,0,6.157757,1.163599,0.174677
-117.8,34.02,23.0,5.0869,230600.0,0,1,0,0,0,6.419540,1.078618,0.176365
-117.81,34.01,12.0,4.9589,282100.0,0,1,0,0,0,5.918275,1.025197,0.178536
-117.79,34.02,5.0,6.4266,315600.0,0,1,0,0,0,6.730284,1.222207,0.153130
-117.84,34.0,26.0,6.8758,253800.0,0,1,0,0,0,6.991228,1.211837,0.146801
